,A,Z,N,Nmax,pdim,ndim,dim
815,77,41,36,0,NaN,4845,NaN
816,78,36,42,0,4845,435,182029
817,78,42,36,0,435,4845,182029
818,79,36,43,0,4845,4060,1542486
819,79,43,36,0,4060,4845,1542486
820,80,36,44,0,4845,27405,9735609
821,80,44,36,0,27405,4845,9735609
822,81,36,45,0,4845,142506,47609803
823,81,45,36,0,142506,4845,47609803
824,82,36,46,0,4845,593775,189937737
825,82,46,36,0,593775,4845,189937737
826,83,36,47,0,4845,2035800,624564550
827,83,47,36,0,2035800,4845,624564550
828,74,37,37,0,1140,1140,121440
829,75,37,38,0,1140,NaN,NaN
830,75,38,37,0,NaN,1140,NaN
831,76,37,39,0,1140,20,2550
832,76,39,37,0,20,1140,2550
833,77,37,40,0,1140,NaN,NaN
834,77,40,37,0,NaN,1140,NaN
835,78,37,41,0,1140,30,3588
836,78,41,37,0,30,1140,3588
837,79,37,42,0,1140,NaN,NaN
838,79,42,37,0,NaN,1140,NaN
839,80,37,43,0,1140,4060,381700
840,80,43,37,0,4060,1140,381700
841,81,37,44,0,1140,27405,2371738
842,81,44,37,0,27405,1140,2371738
843,82,37,45,0,1140,142506,11639514
844,82,45,37,0,142506,1140,11639514
845,83,37,46,0,1140,593775,45952778
846,83,46,37,0,593775,1140,45952778
847,84,37,47,0,1140,2035800,151732292
848,84,47,37,0,2035800,1140,151732292
849,85,37,48,0,1140,5852925,420489131
850,85,48,37,0,5852925,1140,420489131
851,76,38,38,0,190,190,4000
852,77,38,39,0,190,20,472
853,77,39,38,0,20,190,472
854,78,38,40,0,190,1,30
855,78,40,38,0,1,190,30
856,79,38,41,0,190,NaN,NaN
857,79,41,38,0,NaN,190,NaN
858,80,38,42,0,190,NaN,NaN
859,80,42,38,0,NaN,190,NaN
860,81,38,43,0,190,4060,67033
861,81,43,38,0,4060,190,67033
862,82,38,44,0,190,27405,417040
863,82,44,38,0,27405,190,417040
864,83,38,45,0,190,142506,2016474
865,83,45,38,0,142506,190,2016474
866,84,38,46,0,190,593775,7988360
867,84,46,38,0,593775,190,7988360
868,85,38,47,0,190,2035800,26108406
869,85,47,38,0,2035800,190,26108406
870,86,38,48,0,190,5852925,72650520
871,86,48,38,0,5852925,190,72650520
872,87,38,49,0,190,14307150,171928872
873,87,49,38,0,14307150,190,171928872
874,78,39,39,0,20,20,60
875,79,39,40,0,20,1,4
876,79,40,39,0,1,20,4
877,80,39,41,0,20,NaN,NaN
878,80,41,39,0,NaN,20,NaN
879,81,39,42,0,20,435,932
880,81,42,39,0,435,20,932
881,82,39,43,0,20,NaN,NaN
882,82,43,39,0,NaN,20,NaN
883,83,39,44,0,20,NaN,NaN
884,83,44,39,0,NaN,20,NaN
885,84,39,45,0,20,142506,224772
886,84,45,39,0,142506,20,224772
887,85,39,46,0,20,593775,877887
888,85,46,39,0,593775,20,877887
889,86,39,47,0,20,2035800,2879048
890,86,47,39,0,2035800,20,2879048
891,87,39,48,0,20,5852925,7930762
892,87,48,39,0,5852925,20,7930762
893,88,39,49,0,20,14307150,18846792
894,88,49,39,0,14307150,20,18846792
895,89,39,50,0,20,30045015,38467557
896,89,50,39,0,30045015,20,38467557
897,80,40,40,0,1,1,1
898,81,40,41,0,1,NaN,NaN
899,81,41,40,0,NaN,1,NaN
900,82,40,42,0,1,435,55
901,82,42,40,0,435,1,55
902,83,40,43,0,1,4060,417
903,83,43,40,0,4060,1,417
904,84,40,44,0,1,NaN,NaN
905,84,44,40,0,NaN,1,NaN
906,85,40,45,0,1,142506,NaN
907,85,45,40,0,142506,1,NaN
908,86,40,46,0,1,NaN,NaN
909,86,46,40,0,NaN,1,NaN
910,87,40,47,0,1,2035800,151055
911,87,47,40,0,2035800,1,151055
912,88,40,48,0,1,5852925,417633
913,88,48,40,0,5852925,1,417633
914,89,40,49,0,1,14307150,982293
915,89,49,40,0,14307150,1,982293
916,90,40,50,0,1,30045015,NaN
917,90,50,40,0,30045015,1,NaN
918,82,41,41,0,30,30,110
919,83,41,42,0,30,435,1319
920,83,42,41,0,435,30,1319
921,84,41,43,0,30,4060,10960
922,84,43,41,0,4060,30,10960
923,85,41,44,0,30,NaN,NaN
924,85,44,41,0,NaN,30,NaN
925,86,41,45,0,30,NaN,NaN
926,86,45,41,0,NaN,30,NaN
927,87,41,46,0,30,593775,1280646
928,87,46,41,0,593775,30,1280646
929,88,41,47,0,30,2035800,4209902
930,88,47,41,0,2035800,30,4209902
931,89,41,48,0,30,5852925,11620858
932,89,48,41,0,5852925,30,11620858
933,90,41,49,0,30,14307150,27651692
934,90,49,41,0,14307150,30,27651692
935,91,41,50,0,30,30045015,56507456
936,91,50,41,0,30045015,30,56507456
937,84,42,42,0,435,NaN,NaN
938,85,42,43,0,435,NaN,NaN
939,85,43,42,0,NaN,435,NaN
940,86,42,44,0,435,27405,895739
941,86,44,42,0,27405,435,895739
942,87,42,45,0,435,142506,4367710
943,87,45,42,0,142506,435,4367710
944,88,42,46,0,435,593775,17393381
945,88,46,42,0,593775,435,17393381
946,89,42,47,0,435,2035800,57102155
947,89,47,42,0,2035800,435,57102155
948,90,42,48,0,435,5852925,159348639
949,90,48,42,0,5852925,435,159348639
950,91,42,49,0,435,14307150,378095698
951,91,49,42,0,14307150,435,378095698
952,92,42,50,0,435,30045015,779142309
953,92,50,42,0,30045015,435,779142309
954,86,43,43,0,4060,4060,1231652
955,87,43,44,0,4060,27405,7762825
956,87,44,43,0,27405,4060,7762825
957,88,43,45,0,4060,142506,38434980
958,88,45,43,0,142506,4060,38434980
959,89,43,46,0,4060,593775,152867153
960,89,46,43,0,593775,4060,152867153
961,90,43,47,0,4060,2035800,507174948
962,90,47,43,0,2035800,4060,507174948
963,91,43,48,0,4060,5852925,1411603494
964,91,48,43,0,5852925,4060,1411603494
965,92,43,49,0,4060,14307150,NaN
966,92,49,43,0,14307150,4060,NaN
967,93,43,50,0,4060,30045015,NaN
968,93,50,43,0,30045015,4060,NaN
969,88,44,44,0,27405,27405,49670265
970,89,44,45,0,27405,142506,245628369
971,89,45,44,0,142506,27405,245628369
972,90,44,46,0,27405,593775,987056265
973,90,46,44,0,593775,27405,987056265
974,91,44,47,0,27405,2035800,NaN
975,91,47,44,0,2035800,27405,NaN
976,92,44,48,0,27405,5852925,NaN
977,92,48,44,0,5852925,27405,NaN
978,93,44,49,0,27405,14307150,NaN
979,93,49,44,0,14307150,27405,NaN
980,94,44,50,0,27405,30045015,NaN
981,94,50,44,0,30045015,27405,NaN
982,90,45,45,0,142506,142506,1227184194
983,91,45,46,0,142506,593775,NaN
984,91,46,45,0,593775,142506,NaN
985,92,45,47,0,142506,2035800,NaN
986,92,47,45,0,2035800,142506,NaN
987,93,45,48,0,142506,5852925,NaN
988,93,48,45,0,5852925,142506,NaN
989,94,45,49,0,142506,14307150,NaN
990,94,49,45,0,14307150,142506,NaN
991,95,45,50,0,142506,30045015,NaN
992,95,50,45,0,30045015,142506,NaN
993,92,46,46,0,593775,593775,NaN
994,93,46,47,0,593775,2035800,NaN
995,93,47,46,0,2035800,593775,NaN
996,94,46,48,0,593775,5852925,NaN
997,94,48,46,0,5852925,593775,NaN
998,95,46,49,0,593775,14307150,NaN
999,95,49,46,0,14307150,593775,NaN
1000,96,46,50,0,593775,30045015,NaN
1001,96,50,46,0,30045015,593775,NaN
1002,94,47,47,0,2035800,2035800,NaN
1003,95,47,48,0,2035800,5852925,NaN
1004,95,48,47,0,5852925,2035800,NaN
1005,96,47,49,0,2035800,14307150,NaN
1006,96,49,47,0,14307150,2035800,NaN
1007,97,47,50,0,2035800,30045015,NaN
1008,97,50,47,0,30045015,2035800,NaN
1009,96,48,48,0,5852925,5852925,NaN
1010,97,48,49,0,5852925,14307150,NaN
1011,97,49,48,0,14307150,5852925,NaN
1012,98,48,50,0,5852925,30045015,NaN
1013,98,50,48,0,30045015,5852925,NaN
1014,98,49,49,0,14307150,14307150,NaN
1015,99,49,50,0,14307150,30045015,NaN
1016,99,50,49,0,30045015,14307150,NaN
1017,100,50,50,0,30045015,30045015,NaN
1018,2,1,1,1,8,8,8
1019,3,1,2,1,8,13,9
1020,3,2,1,1,13,8,9
1021,4,1,3,1,8,48,32
1022,4,3,1,1,48,8,32
1023,5,1,4,1,8,127,70
1024,5,4,1,1,127,8,70
1025,6,1,5,1,8,230,116
1026,6,5,1,1,230,8,116
1027,7,1,6,1,8,267,119
1028,7,6,1,1,267,8,119
1029,8,1,7,1,8,188,84
1030,8,7,1,1,188,8,84
1031,9,1,8,1,8,73,32
1032,9,8,1,1,73,8,32
1033,10,1,9,1,8,428,164
1034,10,9,1,1,428,8,164
1035,11,1,10,1,8,1626,556
1036,11,10,1,1,1626,8,556
1037,12,1,11,1,8,4510,1472
1038,12,11,1,1,4510,8,1472
1039,13,1,12,1,8,9647,2936
1040,13,12,1,1,9647,8,2936
1041,4,2,2,1,13,13,8
1042,5,2,3,1,13,48,29
1043,5,3,2,1,48,13,29
1044,6,2,4,1,13,127,68
1045,6,4,2,1,127,13,68
1046,7,2,5,1,13,230,96
1047,7,5,2,1,230,13,96
1048,8,2,6,1,13,267,94
1049,8,6,2,1,267,13,94
1050,9,2,7,1,13,188,55
1051,9,7,2,1,188,13,55
1052,10,2,8,1,13,73,20
1053,10,8,2,1,73,13,20
1054,11,2,9,1,13,428,104
1055,11,9,2,1,428,13,104
1056,12,2,10,1,13,1626,392
1057,12,10,2,1,1626,13,392
1058,13,2,11,1,13,4510,1039
1059,13,11,2,1,4510,13,1039
1060,14,2,12,1,13,9647,2160
1061,14,12,2,1,9647,13,2160
1062,15,2,13,1,13,16236,3375
1063,15,13,2,1,16236,13,3375
1064,6,3,3,1,48,48,116
1065,7,3,4,1,48,127,264
1066,7,4,3,1,127,48,264
1067,8,3,5,1,48,230,414
1068,8,5,3,1,230,48,414
1069,9,3,6,1,48,267,402
1070,9,6,3,1,267,48,402
1071,10,3,7,1,48,188,262
1072,10,7,3,1,188,48,262
1073,11,3,8,1,48,73,94
1074,11,8,3,1,73,48,94
1075,12,3,9,1,48,428,518
1076,12,9,3,1,428,48,518
1077,13,3,10,1,48,1626,1846
1078,13,10,3,1,1626,48,1846
1079,14,3,11,1,48,4510,5020
1080,14,11,3,1,4510,48,5020
1081,15,3,12,1,48,9647,10134
1082,15,12,3,1,9647,48,10134
1083,16,3,13,1,48,16236,16420
1084,16,13,3,1,16236,48,16420
1085,17,3,14,1,48,21516,20397
1086,17,14,3,1,21516,48,20397
1087,8,4,4,1,127,127,648
1088,9,4,5,1,127,230,967
1089,9,5,4,1,230,127,967
1090,10,4,6,1,127,267,984
1091,10,6,4,1,267,127,984
1092,11,4,7,1,127,188,605
1093,11,7,4,1,188,127,605
1094,12,4,8,1,127,73,226
1095,12,8,4,1,73,127,226
1096,13,4,9,1,127,428,1219
1097,13,9,4,1,428,127,1219
1098,14,4,10,1,127,1626,4574
1099,14,10,4,1,1626,127,4574
1100,15,4,11,1,127,4510,12146
1101,15,11,4,1,4510,127,12146
1102,16,4,12,1,127,9647,25320
1103,16,12,4,1,9647,127,25320
1104,17,4,13,1,127,16236,40074
1105,17,13,4,1,16236,127,40074
1106,18,4,14,1,127,21516,50980
1107,18,14,4,1,21516,127,50980
1108,19,4,15,1,127,22242,49683
1109,19,15,4,1,22242,127,49683
1110,10,5,5,1,230,230,1484
1111,11,5,6,1,230,267,1400
1112,11,6,5,1,267,230,1400
1113,12,5,7,1,230,188,870
1114,12,7,5,1,188,230,870
1115,13,5,8,1,230,73,299
1116,13,8,5,1,73,230,299
1117,14,5,9,1,230,428,1744
1118,14,9,5,1,428,230,1744
1119,15,5,10,1,230,1626,6474
1120,15,10,5,1,1626,230,6474
1121,16,5,11,1,230,4510,17968
1122,16,11,5,1,4510,230,17968
1123,17,5,12,1,230,9647,36679
1124,17,12,5,1,9647,230,36679
1125,18,5,13,1,230,16236,59358
1126,18,13,5,1,16236,230,59358
1127,19,5,14,1,230,21516,73252
1128,19,14,5,1,21516,230,73252
1129,20,5,15,1,230,22242,72194
1130,20,15,5,1,22242,230,72194
1131,21,5,16,1,230,17655,53930
1132,21,16,5,1,17655,230,53930
1133,12,6,6,1,267,267,1320
1134,13,6,7,1,267,188,743
1135,13,7,6,1,188,267,743
1136,14,6,8,1,267,73,252
1137,14,8,6,1,73,267,252
1138,15,6,9,1,267,428,1474
1139,15,9,6,1,428,267,1474
1140,16,6,10,1,267,1626,5858
1141,16,10,6,1,1626,267,5858
1142,17,6,11,1,267,4510,16084
1143,17,11,6,1,4510,267,16084
1144,18,6,12,1,267,9647,33894
1145,18,12,6,1,9647,267,33894
1146,19,6,13,1,267,16236,53300
1147,19,13,6,1,16236,267,53300
1148,20,6,14,1,267,21516,66450
1149,20,14,6,1,21516,267,66450
1150,21,6,15,1,267,22242,62909
1151,21,15,6,1,22242,267,62909
1152,22,6,16,1,267,17655,47032
1153,22,16,6,1,17655,267,47032
1154,23,6,17,1,267,10516,26134
1155,23,17,6,1,10516,267,26134
1156,14,7,7,1,188,188,408
1157,15,7,8,1,188,73,120
1158,15,8,7,1,73,188,120
1159,16,7,9,1,188,428,786
1160,16,9,7,1,428,188,786
1161,17,7,10,1,188,1626,3144
1162,17,10,7,1,1626,188,3144
1163,18,7,11,1,188,4510,9096
1164,18,11,7,1,4510,188,9096
1165,19,7,12,1,188,9647,18777
1166,19,12,7,1,9647,188,18777
1167,20,7,13,1,188,16236,30042
1168,20,13,7,1,16236,188,30042
1169,21,7,14,1,188,21516,35981
1170,21,14,7,1,21516,188,35981
1171,22,7,15,1,188,22242,33996
1172,22,15,7,1,22242,188,33996
1173,23,7,16,1,188,17655,24091
1174,23,16,7,1,17655,188,24091
1175,24,7,17,1,188,10516,13240
1176,24,17,7,1,10516,188,13240
1177,25,7,18,1,188,4538,5224
1178,25,18,7,1,4538,188,5224
1179,16,8,8,1,73,73,32
1180,17,8,9,1,73,428,223
1181,17,9,8,1,428,73,223
1182,18,8,10,1,73,1626,982
1183,18,10,8,1,1626,73,982
1184,19,8,11,1,73,4510,2828
1185,19,11,8,1,4510,73,2828
1186,20,8,12,1,73,9647,6036
1187,20,12,8,1,9647,73,6036
1188,21,8,13,1,73,16236,9331
1189,21,13,8,1,16236,73,9331
1190,22,8,14,1,73,21516,11202
1191,22,14,8,1,21516,73,11202
1192,23,8,15,1,73,22242,10007
1193,23,15,8,1,22242,73,10007
1194,24,8,16,1,73,17655,6962
1195,24,16,8,1,17655,73,6962
1196,25,8,17,1,73,10516,3537
1197,25,17,8,1,10516,73,3537
1198,26,8,18,1,73,4538,1346
1199,26,18,8,1,4538,73,1346
1200,27,8,19,1,73,1338,343
1201,27,19,8,1,1338,73,343
1202,18,9,9,1,428,428,1540
1203,19,9,10,1,428,1626,6360
1204,19,10,9,1,1626,428,6360
1205,20,9,11,1,428,4510,18652
1206,20,11,9,1,4510,428,18652
1207,21,9,12,1,428,9647,38846
1208,21,12,9,1,9647,428,38846
1209,22,9,13,1,428,16236,62204
1210,22,13,9,1,16236,428,62204
1211,23,9,14,1,428,21516,74413
1212,23,14,9,1,21516,428,74413
1213,24,9,15,1,428,22242,69836
1214,24,15,9,1,22242,428,69836
1215,25,9,16,1,428,17655,49101
1216,25,16,9,1,17655,428,49101
1217,26,9,17,1,428,10516,26630
1218,26,17,9,1,10516,428,26630
1219,27,9,18,1,428,4538,10354
1220,27,18,9,1,4538,428,10354
1221,28,9,19,1,428,1338,2874
1222,28,19,9,1,1338,428,2874
1223,29,9,20,1,428,241,485
1224,29,20,9,1,241,428,485
1225,20,10,10,1,1626,1626,26600
1226,21,10,11,1,1626,4510,75553
1227,21,11,10,1,4510,1626,75553
1228,22,10,12,1,1626,9647,161148
1229,22,12,10,1,9647,1626,161148
1230,23,10,13,1,1626,16236,254519
1231,23,13,10,1,16236,1626,254519
1232,24,10,14,1,1626,21516,314564
1233,24,14,10,1,21516,1626,314564
1234,25,10,15,1,1626,22242,294105
1235,25,15,10,1,22242,1626,294105
1236,26,10,16,1,1626,17655,215116
1237,26,16,10,1,17655,1626,215116
1238,27,10,17,1,1626,10516,116736
1239,27,17,10,1,10516,1626,116736
1240,28,10,18,1,1626,4538,47496
1241,28,18,10,1,4538,1626,47496
1242,29,10,19,1,1626,1338,13169
1243,29,19,10,1,1338,1626,13169
1244,30,10,20,1,1626,241,2340
1245,30,20,10,1,241,1626,2340
1246,31,10,21,1,1626,2330,21338
1247,31,21,10,1,2330,1626,21338
1248,22,11,11,1,4510,4510,218924
1249,23,11,12,1,4510,9647,458188
1250,23,12,11,1,9647,4510,458188
1251,24,11,13,1,4510,16236,740952
1252,24,13,11,1,16236,4510,740952
1253,25,11,14,1,4510,21516,905190
1254,25,14,11,1,21516,4510,905190
1255,26,11,15,1,4510,22242,869078
1256,26,15,11,1,22242,4510,869078
1257,27,11,16,1,4510,17655,630140
1258,27,16,11,1,17655,4510,630140
1259,28,11,17,1,4510,10516,351908
1260,28,17,11,1,10516,4510,351908
1261,29,11,18,1,4510,4538,141761
1262,29,18,11,1,4538,4510,141761
1263,30,11,19,1,4510,1338,40518
1264,30,19,11,1,1338,4510,40518
1265,31,11,20,1,4510,241,7084
1266,31,20,11,1,241,4510,7084
1267,32,11,21,1,4510,2330,66146
1268,32,21,11,1,2330,4510,66146
1269,33,11,22,1,4510,14470,400200
1270,33,22,11,1,14470,4510,400200
1271,24,12,12,1,9647,9647,978948
1272,25,12,13,1,9647,16236,1558790
1273,25,13,12,1,16236,9647,1558790
1274,26,12,14,1,9647,21516,1941940
1275,26,14,12,1,21516,9647,1941940
1276,27,12,15,1,9647,22242,1838087
1277,27,15,12,1,22242,9647,1838087
1278,28,12,16,1,9647,17655,1358736
1279,28,16,12,1,17655,9647,1358736
1280,29,12,17,1,9647,10516,747376
1281,29,17,12,1,10516,9647,747376
1282,30,12,18,1,9647,4538,307050
1283,30,18,12,1,4538,9647,307050
1284,31,12,19,1,9647,1338,86129
1285,31,19,12,1,1338,9647,86129
1286,32,12,20,1,9647,241,15372
1287,32,20,12,1,241,9647,15372
1288,33,12,21,1,9647,2330,141439
1289,33,21,12,1,2330,9647,141439
1290,34,12,22,1,9647,14470,872174
1291,34,22,12,1,14470,9647,872174
1292,35,12,23,1,9647,64980,3879639
1293,35,23,12,1,64980,9647,3879639
1294,26,13,13,1,16236,16236,2525356
1295,27,13,14,1,16236,21516,3092831
1296,27,14,13,1,21516,16236,3092831
1297,28,13,15,1,16236,22242,2968732
1298,28,15,13,1,22242,16236,2968732
1299,29,13,16,1,16236,17655,2153488
1300,29,16,13,1,17655,16236,2153488
1301,30,13,17,1,16236,10516,1199756
1302,30,17,13,1,10516,16236,1199756
1303,31,13,18,1,16236,4538,482424
1304,31,18,13,1,4538,16236,482424
1305,32,13,19,1,16236,1338,137112
1306,32,19,13,1,1338,16236,137112
1307,33,13,20,1,16236,241,23842
1308,33,20,13,1,241,16236,23842
1309,34,13,21,1,16236,2330,225448
1310,34,21,13,1,2330,16236,225448
1311,35,13,22,1,16236,14470,1376599
1312,35,22,13,1,14470,16236,1376599
1313,36,13,23,1,16236,64980,6236324
1314,36,23,13,1,64980,16236,6236324
1315,37,13,24,1,16236,225093,21587473
1316,37,24,13,1,225093,16236,21587473
1317,28,14,14,1,21516,21516,3834452
1318,29,14,15,1,21516,22242,3604347
1319,29,15,14,1,22242,21516,3604347
1320,30,14,16,1,21516,17655,2636978
1321,30,16,14,1,17655,21516,2636978
1322,31,14,17,1,21516,10516,1434089
1323,31,17,14,1,10516,21516,1434089
1324,32,14,18,1,21516,4538,580960
1325,32,18,14,1,4538,21516,580960
1326,33,14,19,1,21516,1338,160606
1327,33,19,14,1,1338,21516,160606
1328,34,14,20,1,21516,241,28170
1329,34,20,14,1,241,21516,28170
1330,35,14,21,1,21516,2330,264345
1331,35,21,14,1,2330,21516,264345
1332,36,14,22,1,21516,14470,1654168
1333,36,22,14,1,14470,21516,1654168
1334,37,14,23,1,21516,64980,7449184
1335,37,23,14,1,64980,21516,7449184
1336,38,14,24,1,21516,225093,26251092
1337,38,24,14,1,225093,21516,26251092
1338,39,14,25,1,21516,625974,73148410
1339,39,25,14,1,625974,21516,73148410
1340,30,15,15,1,22242,22242,3412108
1341,31,15,16,1,22242,17655,2432785
1342,31,16,15,1,17655,22242,2432785
1343,32,15,17,1,22242,10516,1327882
1344,32,17,15,1,10516,22242,1327882
1345,33,15,18,1,22242,4538,522010
1346,33,18,15,1,4538,22242,522010
1347,34,15,19,1,22242,1338,144744
1348,34,19,15,1,1338,22242,144744
1349,35,15,20,1,22242,241,24518
1350,35,20,15,1,241,22242,24518
1351,36,15,21,1,22242,2330,237614
1352,36,21,15,1,2330,22242,237614
1353,37,15,22,1,22242,14470,1482076
1354,37,22,15,1,14470,22242,1482076
1355,38,15,23,1,22242,64980,6832966
1356,38,23,15,1,64980,22242,6832966
1357,39,15,24,1,22242,225093,23985007
1358,39,24,15,1,225093,22242,23985007
1359,40,15,25,1,22242,625974,67967188
1360,40,25,15,1,625974,22242,67967188
1361,41,15,26,1,22242,1434120,155545726
1362,41,26,15,1,1434120,22242,155545726
1363,32,16,16,1,17655,17655,1738524
1364,33,16,17,1,17655,10516,919328
1365,33,17,16,1,10516,17655,919328
1366,34,16,18,1,17655,4538,361018
1367,34,18,16,1,4538,17655,361018
1368,35,16,19,1,17655,1338,96384
1369,35,19,16,1,1338,17655,96384
1370,36,16,20,1,17655,241,16298
1371,36,20,16,1,241,17655,16298
1372,37,16,21,1,17655,2330,157776
1373,37,21,16,1,2330,17655,157776
1374,38,16,22,1,17655,14470,1015508
1375,38,22,16,1,14470,17655,1015508
1376,39,16,23,1,17655,64980,4679243
1377,39,23,16,1,64980,17655,4679243
1378,40,16,24,1,17655,225093,16793434
1379,40,24,16,1,225093,17655,16793434
1380,41,16,25,1,17655,625974,47410114
1381,41,25,16,1,625974,17655,47410114
1382,42,16,26,1,17655,1434120,110126802
1383,42,26,16,1,1434120,17655,110126802
1384,43,16,27,1,17655,2751960,209324101
1385,43,27,16,1,2751960,17655,209324101
1386,34,17,17,1,10516,10516,484892
1387,35,17,18,1,10516,4538,182944
1388,35,18,17,1,4538,10516,182944
1389,36,17,19,1,10516,1338,48496
1390,36,19,17,1,1338,10516,48496
1391,37,17,20,1,10516,241,7793
1392,37,20,17,1,241,10516,7793
1393,38,17,21,1,10516,2330,78816
1394,38,21,17,1,2330,10516,78816
1395,39,17,22,1,10516,14470,509281
1396,39,22,17,1,14470,10516,509281
1397,40,17,23,1,10516,64980,2418724
1398,40,23,17,1,64980,10516,2418724
1399,41,17,24,1,10516,225093,8679677
1400,41,24,17,1,225093,10516,8679677
1401,42,17,25,1,10516,625974,24997064
1402,42,25,17,1,625974,10516,24997064
1403,43,17,26,1,10516,1434120,57768873
1404,43,26,17,1,1434120,10516,57768873
1405,44,17,27,1,10516,2751960,111162188
1406,44,27,17,1,2751960,10516,111162188
1407,45,17,28,1,10516,4467090,176433400
1408,45,28,17,1,4467090,10516,176433400
1409,36,18,18,1,4538,4538,68392
1410,37,18,19,1,4538,1338,17163
1411,37,19,18,1,1338,4538,17163
1412,38,18,20,1,4538,241,2704
1413,38,20,18,1,241,4538,2704
1414,39,18,21,1,4538,2330,27662
1415,39,21,18,1,2330,4538,27662
1416,40,18,22,1,4538,14470,186814
1417,40,22,18,1,14470,4538,186814
1418,41,18,23,1,4538,64980,892176
1419,41,23,18,1,64980,4538,892176
1420,42,18,24,1,4538,225093,3291530
1421,42,24,18,1,225093,4538,3291530
1422,43,18,25,1,4538,625974,9464105
1423,43,25,18,1,625974,4538,9464105
1424,44,18,26,1,4538,1434120,22243896
1425,44,26,18,1,1434120,4538,22243896
1426,45,18,27,1,4538,2751960,42480946
1427,45,27,18,1,2751960,4538,42480946
1428,46,18,28,1,4538,4467090,68056442
1429,46,28,18,1,4467090,4538,68056442
1430,38,19,19,1,1338,1338,4208
1431,39,19,20,1,1338,241,605
1432,39,20,19,1,241,1338,605
1433,40,19,21,1,1338,2330,6674
1434,40,21,19,1,2330,1338,6674
1435,41,19,22,1,1338,14470,45857
1436,41,22,19,1,14470,1338,45857
1437,42,19,23,1,1338,64980,228292
1438,42,23,19,1,64980,1338,228292
1439,43,19,24,1,1338,225093,845606
1440,43,24,19,1,225093,1338,845606
1441,44,19,25,1,1338,625974,2490184
1442,44,25,19,1,625974,1338,2490184
1443,45,19,26,1,1338,1434120,5826374
1444,45,26,19,1,1434120,1338,5826374
1445,46,19,27,1,1338,2751960,11277128
1446,46,27,19,1,2751960,1338,11277128
1447,47,19,28,1,1338,4467090,17873644
1448,47,28,19,1,4467090,1338,17873644
1449,40,20,20,1,241,241,80
1450,41,20,21,1,241,2330,940
1451,41,21,20,1,2330,241,940
1452,42,20,22,1,241,14470,6962
1453,42,22,20,1,14470,241,6962
1454,43,20,23,1,241,64980,35225
1455,43,23,20,1,64980,241,35225
1456,44,20,24,1,241,225093,135296
1457,44,24,20,1,225093,241,135296
1458,45,20,25,1,241,625974,398533
1459,45,25,20,1,625974,241,398533
1460,46,20,26,1,241,1434120,950816
1461,46,26,20,1,1434120,241,950816
1462,47,20,27,1,241,2751960,1825229
1463,47,27,20,1,2751960,241,1825229
1464,48,20,28,1,241,4467090,2921360
1465,48,28,20,1,4467090,241,2921360
1466,42,21,21,1,2330,2330,10688
1467,43,21,22,1,2330,14470,74806
1468,43,22,21,1,14470,2330,74806
1469,44,21,23,1,2330,64980,376108
1470,44,23,21,1,64980,2330,376108
1471,45,21,24,1,2330,225093,1403517
1472,45,24,21,1,225093,2330,1403517
1473,46,21,25,1,2330,625974,4150646
1474,46,25,21,1,625974,2330,4150646
1475,47,21,26,1,2330,1434120,9744979
1476,47,26,21,1,1434120,2330,9744979
1477,48,21,27,1,2330,2751960,18893680
1478,48,27,21,1,2751960,2330,18893680
1479,49,21,28,1,2330,4467090,29987460
1480,49,28,21,1,4467090,2330,29987460
1481,44,22,22,1,14470,14470,519172
1482,45,22,23,1,14470,64980,2529966
1483,45,23,22,1,64980,14470,2529966
1484,46,22,24,1,14470,225093,9448410
1485,46,24,22,1,225093,14470,9448410
1486,47,22,25,1,14470,625974,27431268
1487,47,25,22,1,625974,14470,27431268
1488,48,22,26,1,14470,1434120,64826376
1489,48,26,22,1,1434120,14470,64826376
1490,49,22,27,1,14470,2751960,124343027
1491,49,27,22,1,2751960,14470,124343027
1492,50,22,28,1,14470,4467090,199508068
1493,50,28,22,1,4467090,14470,199508068
1494,46,23,23,1,64980,64980,12324452
1495,47,23,24,1,64980,225093,45124817
1496,47,24,23,1,225093,64980,45124817
1497,48,23,25,1,64980,625974,131584728
1498,48,25,23,1,625974,64980,131584728
1499,49,23,26,1,64980,1434120,307105574
1500,49,26,23,1,1434120,64980,307105574
1501,50,23,27,1,64980,2751960,593855008
1502,50,27,23,1,2751960,64980,593855008
1503,51,23,28,1,64980,4467090,945766253
1504,51,28,23,1,4467090,64980,945766253
1505,48,24,24,1,225093,225093,165821912
1506,49,24,25,1,225093,625974,477088873
1507,49,25,24,1,625974,225093,477088873
1508,50,24,26,1,225093,1434120,1120653066
1509,50,26,24,1,1434120,225093,1120653066
1510,51,24,27,1,225093,2751960,NaN
1511,51,27,24,1,2751960,225093,NaN
1512,52,24,28,1,225093,4467090,NaN
1513,52,28,24,1,4467090,225093,NaN
1514,50,25,25,1,625974,625974,1380693248
1515,51,25,26,1,625974,1434120,-1082922273
1516,51,26,25,1,1434120,625974,-1082922273
1517,52,25,27,1,625974,2751960,NaN
1518,52,27,25,1,2751960,625974,NaN
1519,53,25,28,1,625974,4467090,NaN
1520,53,28,25,1,4467090,625974,NaN
1521,52,26,26,1,1434120,1434120,NaN
1522,53,26,27,1,1434120,2751960,NaN
1523,53,27,26,1,2751960,1434120,NaN
